penalty_num,Trade name,Suburb,Council,Date,Party served,Notes,address,offence,description,amount
7250553714,NARUONE,SYDNEY,City of Sydney,2018-07-13,NARU FOOD PTY LTD,,UNIT GROUND 373 PITT STREET SYDNEY 2000,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
7250553723,NARUONE,SYDNEY,City of Sydney,2018-07-13,NARU FOOD PTY LTD,,"UNIT GROUND, 373 PITT STREET SYDNEY 2000",11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to prevent pests entering the food premises - previous warnings given,880
3151496224,NELLIES KITCHEN,MOOREBANK,Liverpool,2018-04-18,"NGUYEN, HUYNH SANG",,124 NEWBRIDGE ROAD MOOREBANK 2170,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3162071835,NES DELIGHTS PATISSERIE,GYMEA,Sutherland,2018-09-20,"PETSALIS, NESTORAS",,"SHOP 5, 66-70 GYMEA BAY ROAD GYMEA 2227",11338 - Fail to comply with Food Standards Code - Individual,"Fail to ensure food handlers do not spit, smoke, or use tobacco in areas where there is unprotected food or food contact surfaces.",440
7250550020,NEW 3 MAMMA,HAYMARKET,City of Sydney,2018-01-08,TAN CONSULTING SERVICES PTY LTD,,410 PITT STREET HAYMARKET 2000,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,880
3175922173,NEW DRAGON BBQ HOUSE,AUBURN,Cumberland,2018-06-25,DRAGON BBQ PTY LTD,,126 SOUTH PARADE AUBURN 2144,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warning given",880
3175922146,NEW DRAGON BBQ HOUSE,AUBURN,Cumberland,2018-06-25,DRAGON BBQ PTY LTD,,126 SOUTH PARADE AUBURN 2144,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,880
3175922164,NEW DRAGON BBQ HOUSE,AUBURN,Cumberland,2018-06-25,DRAGON BBQ PTY LTD,,126 SOUTH PARADE AUBURN 2144,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towels - previous warning given,880
3175922155,NEW DRAGON BBQ HOUSE,AUBURN,Cumberland,2018-06-25,DRAGON BBQ PTY LTD,,126 SOUTH PARADE AUBURN 2144,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3175922182,NEW DRAGON BBQ HOUSE,AUBURN,Cumberland,2018-06-25,DRAGON BBQ PTY LTD,,126 SOUTH PARADE AUBURN 2144,11359 - Fail to comply with a prohibition order - Corporation,Fail to comply with a prohibition order,1540
3107290827,NEW GOLDEN EMPEROR RESTAURANT,KINGSGROVE,Bayside,2018-09-07,"PAN, XIQUAN",,302 KINGSGROVE ROAD KINGSGROVE 2208,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3166388639,NEW GOLDEN HARMONY,ULLADULLA,Shoalhaven,2018-07-03,"LI, ZHUOBIN",,4/1 BOREE STREET ULLADULLA 2539,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",440
3166388620,NEW GOLDEN HARMONY,ULLADULLA,Shoalhaven,2018-06-21,"LI, ZHUOBIN",,4/1 BOREE STREET ULLADULLA 2539,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,440
3190243385,NEW INDIA TIMES,ENMORE,Inner West,2018-06-14,MAHFOUZ AND ASSOCIATES PTY LTD,,180 ENMORE ROAD ENMORE 2042,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3120622524,NEW SHAKTHI TAKE AWAY,HOMEBUSH,Strathfield,2017-11-23,"VALLIPURAM, KANTHASAMY",,42 BURLINGTON STREET HOMEBUSH 2140,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3120622515,NEW SHAKTHI TAKE AWAY,HOMEBUSH,Strathfield,2017-11-23,"VALLIPURAM, KANTHASAMY",,42 BURLINGTON STREET HOMEBUSH 2140,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control,440
3120622533,NEW SHAKTHI TAKE AWAY,HOMEBUSH,Strathfield,2017-11-23,"VALLIPURAM, KANTHASAMY",,42 BURLINGTON STREET HOMEBUSH 2140,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,440
3170887639,NEWPORT THAI,NEWPORT,Northern Beaches,2017-11-29,"PATISON, SIRILAK",,323A BARRENJOEY ROAD NEWPORT 2106,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters - previous warning given,440
3170887620,NEWPORT THAI,NEWPORT,Northern Beaches,2017-11-29,"PATISON, SIRILAK",,323A BARRENJOEY ROAD NEWPORT 2106,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warning given,440
3170887610,NEWPORT THAI,NEWPORT,Northern Beaches,2017-11-29,"PATISON, SIRILAK",,323A BARRENJOEY ROAD NEWPORT 2106,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",440
3149268632,NHA TRANG SEAFOOD SPECIALTY,BANKSTOWN,Canterbury-Bankstown,2018-06-27,"NGUYEN, LUONG",,330 CHAPEL ROAD BANKSTOWN 2200,11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,440
3149268623,NHA TRANG SEAFOOD SPECIALTY,BANKSTOWN,Canterbury-Bankstown,2018-06-27,"NGUYEN, LUONG",,330 CHAPEL ROAD BANKSTOWN 2200,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain the food premises, fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",440
3149268641,NHA TRANG SEAFOOD SPECIALTY,BANKSTOWN,Canterbury-Bankstown,2018-06-27,"NGUYEN, LUONG",,330 CHAPEL ROAD BANKSTOWN 2200,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warnings given",440
3175921468,NICE BAKERY,AUBURN,Cumberland,2018-01-17,LUCKY KING PTY LTD,,"SHOP 3, 116 SOUTH PARADE AUBURN 2144",11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,880
3175921477,NICE BAKERY,AUBURN,Cumberland,2018-01-17,LUCKY KING PTY LTD,,"SHOP 3, 116 SOUTH PARADE AUBURN 2144",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,880
7250548333,NIHAO CHINESE CUISINE,PYRMONT,City of Sydney,2018-02-21,RW TRAVEL GROUP PTY LTD,,46 HARRIS STREET PYRMONT 2009,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",880
3169228673,NIPPON SUSHI,RAYMOND TERRACE,Port Stephens,2018-02-06,"KANG, CHANG",,39 PORT STEPHENS STREET RAYMOND TERRACE 2324,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control - previous warning given,440
3169228664,NIPPON SUSHI,RAYMOND TERRACE,Port Stephens,2018-02-06,"KANG, CHANG",,39 PORT STEPHENS STREET RAYMOND TERRACE 2324,11338 - Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warnings given,440
3161225522,NO TRADING NAME,HORSLEY PARK,Fairfield,2018-05-10,"MIZZI, MICHAEL",,42-48 BURLEY ROAD HORSLEY PARK 2175,11338 - Fail to comply with Food Standards Code - Individual,Fail to have hand washing facilities that are located where they can be easily accessed by food handlers,440
3161225513,NO TRADING NAME,HORSLEY PARK,Fairfield,2018-05-10,"MIZZI, MICHAEL",,42-48 BURLEY ROAD HORSLEY PARK 2175,11338 - Fail to comply with Food Standards Code - Individual,"Fail to ensure the walls and ceiling are designed and constructed in a way that is appropriate for the activities conducted on the food premises - and able to be effectively cleaned; and be unable to absorb grease, food particles or water",440
3161225504,NO TRADING NAME,HORSLEY PARK,Fairfield,2018-05-10,"MIZZI, MICHAEL",,42-48 BURLEY ROAD HORSLEY PARK 2175,11338 - Fail to comply with Food Standards Code - Individual,"Fail to ensure the floors are designed and constructed in a way that is appropriate for the activities conducted on the food premises - and able to be effectively cleaned; and be unable to absorb grease, food particles or water",440
3161225495,NO TRADING NAME,HORSLEY PARK,Fairfield,2018-05-10,"MIZZI, MICHAEL",,42-48 BURLEY ROAD HORSLEY PARK 2175,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use",440
3161225486,NO TRADING NAME,HORSLEY PARK,Fairfield,2018-05-10,"MIZZI, MICHAEL",,42-48 BURLEY ROAD HORSLEY PARK 2175,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3161225531,NO TRADING NAME,HORSLEY PARK,Fairfield,2018-05-10,"MIZZI, MICHAEL",,42-48 Burley Rd HORSLEY PARK 2175,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to prevent pests entering the food premises,440
3161225477,NO TRADING NAME,HORSLEY PARK,Fairfield,2018-05-10,"MIZZI, MICHAEL",,42-48 BURLEY ROAD HORSLEY PARK 2175,11315 - Carry on food business/activity without a licence - Individual,"Fail to hold the required licence to carry on a food business or activity - slaughter, processing and sale of red meat",660
3161224880,NO TRADING NAME,MERRYLANDS,Cumberland,2018-01-16,PAMEER SUPERMARKET PTY LTD,,223-225 MERRYLANDS ROAD MERRYLANDS 2160,11373 - Not comply with requirements of food safety scheme - Corporation,"Fail to comply with the requirements of a food safety scheme - monitoring records not completed, previous warning given",1320
3175921688,NO. 1 SNACK BAR,AUBURN,Cumberland,2018-02-26,NO. 1 SNACK BAR PTY LTD,,"SHOP Q14, 57-59 QUEEN STREET AUBURN 2144",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warning given,880
3175921679,NO. 1 SNACK BAR,AUBURN,Cumberland,2018-02-26,NO. 1 SNACK BAR PTY LTD,,"SHOP Q14, 57-59 QUEEN STREET AUBURN 2144",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",880
3175921660,NO. 1 SNACK BAR,AUBURN,Cumberland,2018-02-26,NO. 1 SNACK BAR PTY LTD,,"SHOP Q14, 57-59 QUEEN STREET AUBURN 2144",11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warning given,880
3136845443,NOGOSAN,CHATSWOOD,Willoughby,2018-01-04,J S KITCHEN WORLD PTY LTD,,385 VICTORIA AVENUE CHATSWOOD 2067,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3153775204,NOODLE INN,MOSMAN,Mosman,2017-12-01,"ZHENG, JIM",,28 SPIT ROAD MOSMAN 2088,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3153775195,NOODLE INN,MOSMAN,Mosman,2017-12-01,"ZHENG, JIM",,28 SPIT ROAD MOSMAN 2088,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness - previous warning given,440
3153775222,NOODLE INN,MOSMAN,Mosman,2017-12-01,"ZHENG, JIM",,28 SPIT ROAD MOSMAN 2088,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain premises, fixtures, fittings, and equipment in a good state of repair and working order having regard to their use - previous warning given",440
3153775213,NOODLE INN,MOSMAN,Mosman,2017-12-01,"ZHENG, JIM",,28 SPIT ROAD MOSMAN 2088,11338 - Fail to comply with Food Standards Code - Individual,Fail to have a temperature measuring device at the premises where potentially hazardous food is handled - previous warning given,440
3120659300,NOODLE PARADISE,INVERELL,Inverell,2018-06-26,WANG'S KITCHEN PTY LTD,,39 OTHO STREET INVERELL 2560,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition,880
3120659291,NOODLE PARADISE,INVERELL,Inverell,2018-06-26,WANG'S KITCHEN PTY LTD,,39 OTHO STREET INVERELL 2360,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",880
3120571970,NOODLE PARADISE,MACQUARIE FIELDS,Campbelltown,2018-03-28,LIU'S GOURMET KITCHENS (AUST) PTY LTD,,"SHOP 80, GLENQUARIE SHOPPING CENTRE, 60 HAROLD STREET MACQUARIE FIELDS 2564",11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control,880
3149886273,NOODLE PARADISE,MOUNT ANNAN,Camden,2018-07-23,LIU'S GOURMET KITCHENS AUST PTY LTD,,SHOP 10/11-13 MAIN STREET MOUNT ANNAN 2567,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warnings given,880
3149886264,NOODLE PARADISE,MOUNT ANNAN,Camden,2018-07-23,LIU'S GOURMET KITCHENS AUST PTY LTD,,SHOP10/11-13 MAIN STREET MOUNT ANNAN 2567,11339 - Fail to comply with Food Standards Code - Corporation,Fail to display potentially hazardous food under temperature control - previous warnings given,880
7250549397,NOOK URBAN FRESH BAR,SYDNEY,City of Sydney,2018-02-12,NOOK ASSOCIATES PTY LTD,,83-95 CLARENCE STREET SYDNEY 2000,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
7250549406,NOOK URBAN FRESH BAR,SYDNEY,City of Sydney,2018-02-12,NOOK ASSOCIATES PTY LTD,,83-95 CALRENCE STREET SYDNEY 2000,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",880
3107063860,NORTH CASINO MINI MART,CASINO,Richmond Valley,2018-01-22,"WILKINSON, SIMON",,99 QUEENSLAND ROAD CASINO 2470,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,440
7250567565,NORTH EASTERN FAMILY CHINESE RESTAURANT,WATERLOO,City of Sydney,2018-11-13,HI-CHANCE AUSTRALIA PTY LTD,,"SHOP 1, 7 POTTER STREET WATERLOO 2017",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
7250567592,NORTH EASTERN FAMILY CHINESE RESTAURANT,WATERLOO,City of Sydney,2018-11-13,HI-CHANCE AUSTRALIA PTY LTD,,"SHOP 1, 7 POTTER STREET WATERLOO 2000",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises,880
7250567583,NORTH EASTERN FAMILY CHINESE RESTAURANT,WATERLOO,City of Sydney,2018-11-13,HI-CHANCE AUSTRALIA PTY LTD,,"SHOP 1, 7 POTTER STREET WATERLOO 2000",23086 - Not continue to have food safety supervisor for premises - Corporation,Fail to ensure that at least one food safety supervisor has been appointed for the premises,660
3144236967,NORTHS LEAGUES CLUB,CAMMERAY,North Sydney,2018-05-22,NORTHERN SUBURBS RUGBY FOOTBALL CLUB LIMITED,,12 ABBOTT STREET CAMMERAY 2062,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain at or near each hand washing facility a supply of - single use towel - previous warnings given,880
3148377385,NORTHWEST GROWERS,CASTLE HILL,The Hills,2018-04-03,ARCADIA GROVE PTY LTD,,"SHOP 102, CASTLE MALL, 4-16 TERMINUS STREET CASTLE HILL 2154",11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,880
3170894358,OCEAN BAKEHOUSE,NARRABEEN,Northern Beaches,2018-02-15,"KHUN, SAN",,UNIT 2 1248-1254 PITTWATER ROAD NARRABEEN 2101,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control - previous warnings given,440
3170894349,OCEAN BAKEHOUSE,NARRABEEN,Northern Beaches,2018-02-15,"TAN, SOKHARY",,UNIT 2 1248-1254 PITTWATER ROAD NARRABEEN 2101,11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control - previous warnings given,440
3168243733,OCEAN FOODS,DRUMMOYNE,City of Canada Bay,2018-05-31,NITTIS TRADING PTY LTD,,154 LYONS ROAD DRUMMOYNE 2047,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3168243724,OCEAN FOODS,DRUMMOYNE,City of Canada Bay,2018-05-31,NITTIS TRADING PTY LTD,,154 LYONS ROAD DRUMMOYNE 2047,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
3153966980,OGENKI JAPANESE,MOSMAN,North Sydney,2018-05-22,"CHOI, YI",,SHOP 7 713-715 MILITARY ROAD MOSMAN 2088,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain the food premises to the required standard of cleanliness,440
3153966999,OGENKI JAPANESE,MOSMAN,North Sydney,2018-05-22,"CHOI, YI",,SHOP 7 713-715 MILITARY ROAD MOSMAN 2088,11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3161225055,OH MY BUSINESS,BELMORE,Canterbury-Bankstown,2018-01-03,OH - MY BUSINESS PTY LTD,,594 CANTERBURY ROAD BELMORE 2192,11369 - Handle sell food so as to contravene the food safety scheme - Corporation,Fail to comply with the requirements of a food safety scheme - fail to conduct and document environmental Listeria swabbing - previous warning given,1320
3161225046,OH MY BUSINESS,BELMORE,Canterbury-Bankstown,2018-01-03,OH - MY BUSINESS PTY LTD,,594 CANTERBURY ROAD BELMORE 2192,11373 - Not comply with requirements of food safety scheme - Corporation,"Fail to comply with the requirements of a food safety scheme - fail to document cooking, cooling & product storage temperatures - previous warning given",1320
3161225330,OLYMPIC FRUIT & VEGETABLE PROVIDORES,MARRICKVILLE,Inner West,2018-05-03,PACK GROUP PTY LTD,,16-18 MEEKS ROAD MARRICKVILLE 2204,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3161225320,OLYMPIC FRUIT & VEGETABLE PROVIDORES,MARRICKVILLE,Inner West,2018-05-03,PACK GROUP PTY LTD,,16-18 MEEKS ROAD MARRICKVILLE 2204,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",880
3161225311,OLYMPIC FRUIT & VEGETABLE PROVIDORES,MARRICKVILLE,Inner West,2018-05-03,PACK GROUP PTY LTD,,16-18 MEEKS ROAD MARRICKVILLE 2204,36630 - Fail to have samples of plant products analysed as prescribed - Corporation,Fail to ensure plant products are analysed in accordance with the Regulation,330
7250551303,OLYMPIC HOTEL,PADDINGTON,City of Sydney,2018-04-10,KRV ENTERPRISES PTY LTD,,308 MOORE PARK ROAD PADDINGTON 2021,11339 - Fail to comply with Food Standards Code - Corporation,Fail to ensure food contact surfaces of equipment is in a clean and sanitary condition - previous warning given,880
3153966970,OPEN CIRCUS,MOSMAN,Mosman,2018-05-22,RUMMEY PTY LTD,,"SHOP 5&6, 713-715 MILITARY ROAD MOSMAN 2088",23091 - Not keep and produce for inspection copy of food safety supervisor certificate - Corporation,Fail to ensure copy of the food safety supervisor certificate is kept on the premises and produced for inspection on request by an authorised officer,660
3153966961,OPEN CIRCUS,MOSMAN,Mosman,2018-05-22,RUMMEY PTY LTD,,"SHOP 5&6, 713-715 MILITARY ROAD MOSMAN 2088",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",880
3153966952,OPEN CIRCUS,MOSMAN,Mosman,2018-05-22,RUMMEY PTY LTD,,"SHOP 5&6, 713-715 MILITARY ROAD MOSMAN 2088",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness,880
3175922494,OTSU (FOOD STALL),AUBURN,Cumberland,2018-08-25,CHINGQING PTY LTD,,CHISWICK ROAD AUBURN 2144,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store potentially hazardous food under temperature control - previous warnings given,880
3108119823,PACIFIC GREEN GROCERY,ST MARYS,Penrith,2018-03-21,PACIFIC GREEN GROCERY PTY LTD,,25C QUEEN STREET ST MARYS 2760,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3108119814,PACIFIC GREEN GROCERY,ST MARYS,Penrith,2018-03-21,PACIFIC GREEN GROCERY PTY LTD,,25C QUEEN STREET ST MARYS 2760,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination",880
3108119841,PACIFIC GREEN GROCERY,ST MARYS,Penrith,2018-04-10,PACIFIC GREEN GROCERY PTY LTD,,25C QUEEN STREET ST MARYS 2760,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warning given,880
3108119832,PACIFIC GREEN GROCERY,ST MARYS,Penrith,2018-03-21,PACIFIC GREEN GROCERY PTY LTD,,25C QUEEN STREET ST MARYS 2760,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests - previous warnings given,880
3120570430,PADDY FISH MARKET,INGLEBURN,Campbelltown,2018-08-16,"NGUYEN, VAN VAN",,102-104 MACQUARIE ROAD INGLEBURN 2565,11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when displaying food, take all practicable measures to protect the food from the likelihood of contamination - previous warnings given",440
3170893615,PAELLE DEL MAR (FOOD STALL),NEWPORT,Northern Beaches,2017-11-26,"SOH, HUI CHEN",,"BERT PAYNE PARK, BARRENJOEY ROAD NEWPORT 2106",11338 - Fail to comply with Food Standards Code - Individual,"Fail to, when processing food, take all necessary steps to prevent the likelihood of food being contaminated",440
3175921531,PAPER PLANE FACTORY,GIRRAWEEN,Cumberland,2018-02-14,MORA BUSINESS SOLUTIONS PTY LTD,,17/64 MANDOON ROAD GIRRAWEEN 2145,23091 - Not keep and produce for inspection copy of food safety supervisor certificate - Corporation,Fail to ensure copy of the food safety supervisor certificate is kept on the premises and produced for inspection on request by an authorised officer - previous warnings given,660
3175921504,PAPER PLANE FACTORY,GIRRAWEEN,Cumberland,2018-02-14,MORA BUSINESS SOLUTIONS PTY LTD,,17/64 MANDOON ROAD GIRRAWEEN 2145,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
3168354494,PARADISE BIRIYANI,NORTH STRATHFIELD,City of Canada Bay,2018-08-20,ARUNA KUMARI PTY LTD,,14 GEORGE STREET NORTH STRATHFIELD 2137,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warning given",880
3168354485,PARADISE BIRIYANI,NORTH STRATHFIELD,City of Canada Bay,2018-08-20,ARUNA KUMARI PTY LTD,,14 GEORGE STREET NORTH STRATHFIELD 2137,11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain easily accessible hand washing facilities on the food premises - previous warnings given,880
3168354476,PARADISE BIRIYANI,NORTH STRATHFIELD,City of Canada Bay,2018-08-20,ARUNA KUMARI PTY LTD,,14 GEORGE STREET NORTH STRATHFIELD 2137,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
3168235941,PARADISE BIRYANI,NORTH STRATHFIELD,City of Canada Bay,2018-01-30,PARADISE BIRYANI PTY LTD,,14 GEORGE STREET NORTH STRATHFIELD 2137,11339 - Fail to comply with Food Standards Code - Corporation,Fail to store food in such a way that it is protected from the likelihood of contamination - previous warnings given,880
3168235932,PARADISE BIRYANI,NORTH STRATHFIELD,City of Canada Bay,2018-01-30,PARADISE BIRYANI PTY LTD,,14 GEORGE STREET NORTH STRATHFIELD 2137,11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3144540219,PARADISO CAFE RESTAURANT,NEUTRAL BAY,North Sydney,2018-08-14,SINDH PTY LTD,,"SHOP 4, 202-212 MILITARY ROAD NEUTRAL BAY 2089",11339 - Fail to comply with Food Standards Code - Corporation,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness - previous warnings given",880
3144540200,PARADISO CAFE RESTAURANT,NEUTRAL BAY,North Sydney,2018-08-14,SINDH PTY LTD,,"SHOP 4, 202-212 MILITARY ROAD NEUTRAL BAY 2089",11339 - Fail to comply with Food Standards Code - Corporation,Fail to maintain the food premises to the required standard of cleanliness - previous warnings given,880
3107063879,PARKSIDE CAFE,WOODBURN,Richmond Valley,2018-03-07,"ROWAN, DOUGLAS JOHN",,95 RIVER STREET WOODBURN 2472,11338 - Fail to comply with Food Standards Code - Individual,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,440
3145380848,PARRAMATTA LOK LOK DUMPLING BAR,PARRAMATTA,City of Parramatta,2018-10-16,CHANG LI FOOD PTY LTD,,5057A WESTFIELD 171 CHURCH STREET PARRAMATTA 2150,11339 - Fail to comply with Food Standards Code - Corporation,Fail to take all practicable measures to eradicate and prevent the harbourage of pests,880
3175921807,PASS TAKEAWAY,AUBURN,Cumberland,2018-02-27,"BALAMURALI, BALAKRISHNAN",,SHOP 3/53-55 RAWSON STREET AUBURN 2144,11338 - Fail to comply with Food Standards Code - Individual,Fail to maintain easily accessible hand washing facilities on the food premises - and fail to maintain supply of warm running water,440
3175921798,PASS TAKEAWAY,AUBURN,Cumberland,2018-02-27,"BALAMURALI, BALAKRISHNAN",,"SHOP 3, 53-55 RAWSON STREET AUBURN 2144",11338 - Fail to comply with Food Standards Code - Individual,"Fail to maintain all fixtures, fittings and equipment to the required standard of cleanliness",440
3175921789,PASS TAKEAWAY,AUBURN,Cumberland,2018-02-27,"BALAMURALI, BALAKRISHNAN",,"SHOP 3, 53-55 RAWSON STREET AUBURN 2144",11338 - Fail to comply with Food Standards Code - Individual,Fail to display potentially hazardous food under temperature control,440
3175921816,PASS TAKEAWAY,AUBURN,Cumberland,2018-02-27,"BALAMURALI, BALAKRISHNAN",,"SHOP 3, 53-55 RAWSON STREET AUBURN 2144",11338 - Fail to comply with Food Standards Code - Individual,Fail to ensure that persons undertaking or supervising food handling operations have skills and knowledge in food safety and food hygiene matters,440
3175921971,PASS TAKEAWAY,AUBURN,Cumberland,2018-04-26,"BALAMURALI, BALAKRISHNAN",,"SHOP 3, 53-55 RAWSON STREET AUBURN 2144",11338 - Fail to comply with Food Standards Code - Individual,Fail to store potentially hazardous food under temperature control - previous warnings given,440
3175921980,PASS TAKEAWAY,AUBURN,Cumberland,2018-04-26,"BALAMURALI, BALAKRISHNAN",,"SHOP 3, 53-55 RAWSON STREET AUBURN 2144",11338 - Fail to comply with Food Standards Code - Individual,Fail to store food in such a way that it is protected from the likelihood of contamination,440
